Id,Id2,Geography,Pop,Moe
1400000US35037958602,35037958602,"Census Tract 9586.02, Quay County, New Mexico",2849,343
1400000US35037958900,35037958900,"Census Tract 9589, Quay County, New Mexico",2976,225
1400000US35039000100,35039000100,"Census Tract 1, Rio Arriba County, New Mexico",3203,488
1400000US35039000200,35039000200,"Census Tract 2, Rio Arriba County, New Mexico",3337,563
1400000US35039000300,35039000300,"Census Tract 3, Rio Arriba County, New Mexico",6604,1068
1400000US35039000400,35039000400,"Census Tract 4, Rio Arriba County, New Mexico",4504,882
1400000US35039000500,35039000500,"Census Tract 5, Rio Arriba County, New Mexico",3548,508
1400000US35039940700,35039940700,"Census Tract 9407, Rio Arriba County, New Mexico",3627,323
1400000US35039940800,35039940800,"Census Tract 9408, Rio Arriba County, New Mexico",4822,352
1400000US35039941000,35039941000,"Census Tract 9410, Rio Arriba County, New Mexico",3322,237
1400000US35039944100,35039944100,"Census Tract 9441, Rio Arriba County, New Mexico",7188,543
1400000US35041000100,35041000100,"Census Tract 1, Roosevelt County, New Mexico",4859,489
1400000US35041000200,35041000200,"Census Tract 2, Roosevelt County, New Mexico",3794,448
1400000US35041000300,35041000300,"Census Tract 3, Roosevelt County, New Mexico",4490,330
1400000US35041000401,35041000401,"Census Tract 4.01, Roosevelt County, New Mexico",3329,344
1400000US35041000402,35041000402,"Census Tract 4.02, Roosevelt County, New Mexico",3593,363
1400000US35043010503,35043010503,"Census Tract 105.03, Sandoval County, New Mexico",3194,319
1400000US35043010601,35043010601,"Census Tract 106.01, Sandoval County, New Mexico",4481,265
1400000US35043010602,35043010602,"Census Tract 106.02, Sandoval County, New Mexico",3945,259
1400000US35043010702,35043010702,"Census Tract 107.02, Sandoval County, New Mexico",6955,405
1400000US35043010703,35043010703,"Census Tract 107.03, Sandoval County, New Mexico",9007,493
1400000US35043010705,35043010705,"Census Tract 107.05, Sandoval County, New Mexico",5970,515
1400000US35043010712,35043010712,"Census Tract 107.12, Sandoval County, New Mexico",5559,471
1400000US35043010713,35043010713,"Census Tract 107.13, Sandoval County, New Mexico",4916,437
1400000US35043010714,35043010714,"Census Tract 107.14, Sandoval County, New Mexico",5083,374
1400000US35043010715,35043010715,"Census Tract 107.15, Sandoval County, New Mexico",3636,356
1400000US35043010716,35043010716,"Census Tract 107.16, Sandoval County, New Mexico",5931,447
1400000US35043010717,35043010717,"Census Tract 107.17, Sandoval County, New Mexico",9635,667
1400000US35043010718,35043010718,"Census Tract 107.18, Sandoval County, New Mexico",4865,640
1400000US35043010719,35043010719,"Census Tract 107.19, Sandoval County, New Mexico",3902,275
1400000US35043010720,35043010720,"Census Tract 107.20, Sandoval County, New Mexico",8154,583
1400000US35043010721,35043010721,"Census Tract 107.21, Sandoval County, New Mexico",4318,467
1400000US35043010722,35043010722,"Census Tract 107.22, Sandoval County, New Mexico",5318,640
1400000US35043010723,35043010723,"Census Tract 107.23, Sandoval County, New Mexico",10413,776
1400000US35043010900,35043010900,"Census Tract 109, Sandoval County, New Mexico",1975,344
1400000US35043011000,35043011000,"Census Tract 110, Sandoval County, New Mexico",1859,195
1400000US35043011100,35043011100,"Census Tract 111, Sandoval County, New Mexico",6951,511
1400000US35043011200,35043011200,"Census Tract 112, Sandoval County, New Mexico",2676,334
1400000US35043940200,35043940200,"Census Tract 9402, Sandoval County, New Mexico",3550,340
1400000US35043940300,35043940300,"Census Tract 9403, Sandoval County, New Mexico",0,12
1400000US35043940500,35043940500,"Census Tract 9405, Sandoval County, New Mexico",4333,267
1400000US35043940600,35043940600,"Census Tract 9406, Sandoval County, New Mexico",1910,187
1400000US35043940700,35043940700,"Census Tract 9407, Sandoval County, New Mexico",4261,494
1400000US35043940900,35043940900,"Census Tract 9409, Sandoval County, New Mexico",2394,229
1400000US35045000100,35045000100,"Census Tract 1, San Juan County, New Mexico",4909,654
1400000US35045000201,35045000201,"Census Tract 2.01, San Juan County, New Mexico",4488,328
1400000US35045000202,35045000202,"Census Tract 2.02, San Juan County, New Mexico",5075,501
1400000US35045000204,35045000204,"Census Tract 2.04, San Juan County, New Mexico",2420,257
1400000US35045000205,35045000205,"Census Tract 2.05, San Juan County, New Mexico",6694,707
1400000US35045000301,35045000301,"Census Tract 3.01, San Juan County, New Mexico",4826,695
1400000US35045000302,35045000302,"Census Tract 3.02, San Juan County, New Mexico",3239,345
1400000US35045000401,35045000401,"Census Tract 4.01, San Juan County, New Mexico",5571,678
1400000US35045000402,35045000402,"Census Tract 4.02, San Juan County, New Mexico",3001,481
1400000US35045000503,35045000503,"Census Tract 5.03, San Juan County, New Mexico",3507,417
1400000US35045000504,35045000504,"Census Tract 5.04, San Juan County, New Mexico",1834,403
1400000US35045000505,35045000505,"Census Tract 5.05, San Juan County, New Mexico",6028,807
1400000US35045000607,35045000607,"Census Tract 6.07, San Juan County, New Mexico",3696,658
1400000US35045000608,35045000608,"Census Tract 6.08, San Juan County, New Mexico",5654,586
1400000US35045000609,35045000609,"Census Tract 6.09, San Juan County, New Mexico",1276,245
1400000US35045000610,35045000610,"Census Tract 6.10, San Juan County, New Mexico",3914,428
1400000US35045000611,35045000611,"Census Tract 6.11, San Juan County, New Mexico",3832,484
1400000US35045000612,35045000612,"Census Tract 6.12, San Juan County, New Mexico",2466,274
1400000US35045000613,35045000613,"Census Tract 6.13, San Juan County, New Mexico",3936,538
1400000US35045000702,35045000702,"Census Tract 7.02, San Juan County, New Mexico",846,184
1400000US35045000705,35045000705,"Census Tract 7.05, San Juan County, New Mexico",3425,464
1400000US35045000706,35045000706,"Census Tract 7.06, San Juan County, New Mexico",3161,473
1400000US35045000707,35045000707,"Census Tract 7.07, San Juan County, New Mexico",4509,443
1400000US35045000708,35045000708,"Census Tract 7.08, San Juan County, New Mexico",4920,960
1400000US35045000900,35045000900,"Census Tract 9, San Juan County, New Mexico",2329,304
1400000US35045942801,35045942801,"Census Tract 9428.01, San Juan County, New Mexico",3032,338
1400000US35045942802,35045942802,"Census Tract 9428.02, San Juan County, New Mexico",6828,825
1400000US35045942803,35045942803,"Census Tract 9428.03, San Juan County, New Mexico",2992,363
1400000US35045942900,35045942900,"Census Tract 9429, San Juan County, New Mexico",4627,373
1400000US35045943000,35045943000,"Census Tract 9430, San Juan County, New Mexico",4737,366
1400000US35045943100,35045943100,"Census Tract 9431, San Juan County, New Mexico",1729,202
1400000US35045943201,35045943201,"Census Tract 9432.01, San Juan County, New Mexico",4867,411
1400000US35045943300,35045943300,"Census Tract 9433, San Juan County, New Mexico",2990,410
1400000US35047957200,35047957200,"Census Tract 9572, San Miguel County, New Mexico",4359,509
1400000US35047957300,35047957300,"Census Tract 9573, San Miguel County, New Mexico",3476,410
1400000US35047957400,35047957400,"Census Tract 9574, San Miguel County, New Mexico",3987,422
1400000US35047957500,35047957500,"Census Tract 9575, San Miguel County, New Mexico",4078,569
1400000US35047957600,35047957600,"Census Tract 9576, San Miguel County, New Mexico",6005,630
1400000US35047957700,35047957700,"Census Tract 9577, San Miguel County, New Mexico",2345,416
1400000US35047957800,35047957800,"Census Tract 9578, San Miguel County, New Mexico",4649,479
1400000US35049000101,35049000101,"Census Tract 1.01, Santa Fe County, New Mexico",3869,385
1400000US35049000200,35049000200,"Census Tract 2, Santa Fe County, New Mexico",4044,343
1400000US35049000300,35049000300,"Census Tract 3, Santa Fe County, New Mexico",1264,178
1400000US35049000400,35049000400,"Census Tract 4, Santa Fe County, New Mexico",360,113
1400000US35049000500,35049000500,"Census Tract 5, Santa Fe County, New Mexico",2007,214
1400000US35049000600,35049000600,"Census Tract 6, Santa Fe County, New Mexico",2319,331
1400000US35049000700,35049000700,"Census Tract 7, Santa Fe County, New Mexico",1687,230
1400000US35049000800,35049000800,"Census Tract 8, Santa Fe County, New Mexico",3059,348
1400000US35049000900,35049000900,"Census Tract 9, Santa Fe County, New Mexico",3274,332
1400000US35049001001,35049001001,"Census Tract 10.01, Santa Fe County, New Mexico",2304,288
1400000US35049001002,35049001002,"Census Tract 10.02, Santa Fe County, New Mexico",3588,475
1400000US35049001102,35049001102,"Census Tract 11.02, Santa Fe County, New Mexico",3322,338
1400000US35049001103,35049001103,"Census Tract 11.03, Santa Fe County, New Mexico",1913,262
1400000US35049001105,35049001105,"Census Tract 11.05, Santa Fe County, New Mexico",2417,237
1400000US35049001106,35049001106,"Census Tract 11.06, Santa Fe County, New Mexico",2714,412
1400000US35049001107,35049001107,"Census Tract 11.07, Santa Fe County, New Mexico",4552,565
1400000US35049001202,35049001202,"Census Tract 12.02, Santa Fe County, New Mexico",6165,592
1400000US35049001203,35049001203,"Census Tract 12.03, Santa Fe County, New Mexico",2707,234
1400000US35049001204,35049001204,"Census Tract 12.04, Santa Fe County, New Mexico",4952,432
1400000US35049001205,35049001205,"Census Tract 12.05, Santa Fe County, New Mexico",5363,557
1400000US35049001301,35049001301,"Census Tract 13.01, Santa Fe County, New Mexico",1722,210
1400000US35049001302,35049001302,"Census Tract 13.02, Santa Fe County, New Mexico",2855,380
1400000US35049001303,35049001303,"Census Tract 13.03, Santa Fe County, New Mexico",7123,601
1400000US35049001304,35049001304,"Census Tract 13.04, Santa Fe County, New Mexico",776,132
1400000US35049010102,35049010102,"Census Tract 101.02, Santa Fe County, New Mexico",4559,570
1400000US35049010203,35049010203,"Census Tract 102.03, Santa Fe County, New Mexico",1200,191
1400000US35049010204,35049010204,"Census Tract 102.04, Santa Fe County, New Mexico",2154,248
1400000US35049010304,35049010304,"Census Tract 103.04, Santa Fe County, New Mexico",3392,366
1400000US35049010308,35049010308,"Census Tract 103.08, Santa Fe County, New Mexico",2349,266
1400000US35049010309,35049010309,"Census Tract 103.09, Santa Fe County, New Mexico",2268,492
1400000US35049010310,35049010310,"Census Tract 103.10, Santa Fe County, New Mexico",1121,210
1400000US35049010311,35049010311,"Census Tract 103.11, Santa Fe County, New Mexico",4081,389
1400000US35049010312,35049010312,"Census Tract 103.12, Santa Fe County, New Mexico",4745,394
1400000US35049010314,35049010314,"Census Tract 103.14, Santa Fe County, New Mexico",2092,234
1400000US35049010315,35049010315,"Census Tract 103.15, Santa Fe County, New Mexico",2998,287
1400000US35049010316,35049010316,"Census Tract 103.16, Santa Fe County, New Mexico",1339,167
1400000US35049010400,35049010400,"Census Tract 104, Santa Fe County, New Mexico",3444,434
1400000US35049010500,35049010500,"Census Tract 105, Santa Fe County, New Mexico",1767,202
1400000US35049010601,35049010601,"Census Tract 106.01, Santa Fe County, New Mexico",5683,554
1400000US35049010602,35049010602,"Census Tract 106.02, Santa Fe County, New Mexico",2777,310
1400000US35049010603,35049010603,"Census Tract 106.03, Santa Fe County, New Mexico",2319,411
1400000US35049010700,35049010700,"Census Tract 107, Santa Fe County, New Mexico",5785,486
1400000US35049010800,35049010800,"Census Tract 108, Santa Fe County, New Mexico",2501,342
1400000US35049010900,35049010900,"Census Tract 109, Santa Fe County, New Mexico",2383,356
1400000US35049940300,35049940300,"Census Tract 9403, Santa Fe County, New Mexico",1924,161
1400000US35049940400,35049940400,"Census Tract 9404, Santa Fe County, New Mexico",1235,172
1400000US35049940500,35049940500,"Census Tract 9405, Santa Fe County, New Mexico",1915,142
1400000US35049940600,35049940600,"Census Tract 9406, Santa Fe County, New Mexico",3798,178
1400000US35049940900,35049940900,"Census Tract 9409, Santa Fe County, New Mexico",3164,291
1400000US35049980000,35049980000,"Census Tract 9800, Santa Fe County, New Mexico",1012,374
1400000US35051962200,35051962200,"Census Tract 9622, Sierra County, New Mexico",3638,385
1400000US35051962300,35051962300,"Census Tract 9623, Sierra County, New Mexico",3213,412
1400000US35051962401,35051962401,"Census Tract 9624.01, Sierra County, New Mexico",2150,499
1400000US35051962402,35051962402,"Census Tract 9624.02, Sierra County, New Mexico",2773,482
1400000US35053940000,35053940000,"Census Tract 9400, Socorro County, New Mexico",906,451
1400000US35053978100,35053978100,"Census Tract 9781, Socorro County, New Mexico",5036,742
1400000US35053978200,35053978200,"Census Tract 9782, Socorro County, New Mexico",1394,409
1400000US35053978301,35053978301,"Census Tract 9783.01, Socorro County, New Mexico",2756,424
1400000US35053978302,35053978302,"Census Tract 9783.02, Socorro County, New Mexico",3225,394
1400000US35053978303,35053978303,"Census Tract 9783.03, Socorro County, New Mexico",4291,558
1400000US35055940000,35055940000,"Census Tract 9400, Taos County, New Mexico",1793,220
1400000US35055940100,35055940100,"Census Tract 9401, Taos County, New Mexico",8596,687
1400000US35055952100,35055952100,"Census Tract 9521, Taos County, New Mexico",5697,733
1400000US35055952300,35055952300,"Census Tract 9523, Taos County, New Mexico",2637,471
1400000US35055952600,35055952600,"Census Tract 9526, Taos County, New Mexico",7820,718
1400000US35055952700,35055952700,"Census Tract 9527, Taos County, New Mexico",6413,872
1400000US35057963201,35057963201,"Census Tract 9632.01, Torrance County, New Mexico",3955,480
1400000US35057963202,35057963202,"Census Tract 9632.02, Torrance County, New Mexico",3355,373
1400000US35057963600,35057963600,"Census Tract 9636, Torrance County, New Mexico",6377,573
1400000US35057963700,35057963700,"Census Tract 9637, Torrance County, New Mexico",2350,360
1400000US35059950200,35059950200,"Census Tract 9502, Union County, New Mexico",4413,*****
1400000US35061940300,35061940300,"Census Tract 9403, Valencia County, New Mexico",908,197
1400000US35061970101,35061970101,"Census Tract 9701.01, Valencia County, New Mexico",5626,531
1400000US35061970102,35061970102,"Census Tract 9701.02, Valencia County, New Mexico",6743,536
1400000US35061970200,35061970200,"Census Tract 9702, Valencia County, New Mexico",3886,19
1400000US35061970301,35061970301,"Census Tract 9703.01, Valencia County, New Mexico",7190,654
1400000US35061970302,35061970302,"Census Tract 9703.02, Valencia County, New Mexico",2905,259
1400000US35061970303,35061970303,"Census Tract 9703.03, Valencia County, New Mexico",6361,564
1400000US35061970401,35061970401,"Census Tract 9704.01, Valencia County, New Mexico",4814,442
1400000US35061970404,35061970404,"Census Tract 9704.04, Valencia County, New Mexico",5373,551
1400000US35061970405,35061970405,"Census Tract 9704.05, Valencia County, New Mexico",2918,399
1400000US35061970700,35061970700,"Census Tract 9707, Valencia County, New Mexico",5717,554
1400000US35061970800,35061970800,"Census Tract 9708, Valencia County, New Mexico",4774,425
1400000US35061970901,35061970901,"Census Tract 9709.01, Valencia County, New Mexico",4609,425
1400000US35061970902,35061970902,"Census Tract 9709.02, Valencia County, New Mexico",2274,310
1400000US35061971000,35061971000,"Census Tract 9710, Valencia County, New Mexico",5476,561
1400000US35061971100,35061971100,"Census Tract 9711, Valencia County, New Mexico",1545,210
1400000US35061971300,35061971300,"Census Tract 9713, Valencia County, New Mexico",2296,409
1400000US35061971400,35061971400,"Census Tract 9714, Valencia County, New Mexico",3065,316
